fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Style
Dokonjonosuke Mishima,67.0,155.0,72.0,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,1
Felix Lee Mitchell,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danny Mitchell,74.0,170.0,72.0,2.53,0.49,2.53,0.52,0.0,0.0,1.0,3.0,1
Brad Mitchell,71.0,145.0,72.0,1.15,0.33,4.2,0.52,0.0,0.0,1.0,1.9,1
David Mitchell,72.0,170.0,75.0,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,1
Maurice Mitchell,69.0,145.0,72.0,3.8,0.55,3.54,0.6,0.0,0.0,1.0,0.0,2
Clay Mitchell,74.0,185.0,72.0,1.63,0.85,0.0,0.0,0.0,0.0,1.0,4.1,1
Bryce Mitchell,70.0,145.0,70.0,2.29,0.61,1.46,0.6,3.26,0.46,0.33,2.3,1
Roman Mitichyan,70.0,170.0,72.0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9,1
Eiji Mitsuoka,67.0,145.0,72.0,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,1
Jonathan  Mix,72.0,168.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Matt Mitrione,75.0,265.0,82.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,2
Motoki Miyazawa,71.0,168.0,72.0,1.23,0.28,3.91,0.61,0.0,0.0,0.0,0.0,0
Hiromitsu Miura,69.0,170.0,71.0,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6,1
Tomoya Miyashita,67.0,139.0,72.0,1.67,0.65,0.93,0.33,4.0,0.8,0.0,2.0,1
Kazuyuki Miyata,68.0,139.0,72.0,2.04,0.52,1.82,0.63,4.31,0.46,0.68,0.0,1
Takeya Mizugaki,67.0,135.0,69.0,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,0
Tatsuya Mizuno,73.0,205.0,72.0,2.25,0.37,3.52,0.53,1.19,0.25,0.4,3.6,1
Bobby Moffett,70.0,145.0,73.0,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,1
Roxanne Modafferi,67.0,125.0,69.0,3.13,0.3,5.03,0.53,1.42,0.23,0.3,0.1,0
Bronson Mohika,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Thiago Moises,69.0,155.0,70.0,2.85,0.37,3.88,0.6,1.06,0.33,0.63,1.2,1
Nate Mohr,69.0,155.0,72.0,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0,2
Renato Moicano,71.0,155.0,72.0,5.4,0.46,3.74,0.65,1.28,0.53,0.78,0.6,2
Ashkan Mokhtarian,66.0,125.0,67.0,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,0
Suman Mokhtarian,68.0,145.0,72.0,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,0
Rudyard Moncayo,70.0,195.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dan Molina,70.0,216.0,72.0,0.0,0.0,5.58,0.6,0.0,0.0,0.0,20.9,1
Jeff Molina,66.0,125.0,69.0,5.07,0.38,5.53,0.55,0.0,0.0,0.0,0.0,2
Jeff Monson,69.0,247.0,74.0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,0
Hidetaka Monma,72.0,168.0,72.0,1.67,0.25,9.76,0.34,0.0,0.0,0.0,0.0,0
Darrell Montague,66.0,125.0,67.0,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,1
Andrew Montanez,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nicco Montano,65.0,135.0,65.0,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,1
Erick Montano,72.0,170.0,73.0,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0,1
Alberto Montes,67.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Augusto Montano,73.0,170.0,73.0,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,0
James Moontasri,70.0,170.0,71.0,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,0
Homer Moore,70.0,205.0,72.0,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0,1
Steve Montgomery,76.0,185.0,72.0,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0,2
Todd Moore,69.0,170.0,71.0,1.83,0.26,2.3,0.57,0.78,0.14,0.54,0.0,0
Nate Moore,72.0,170.0,72.0,2.21,0.25,2.87,0.42,1.23,0.16,0.25,0.0,0
Dustin Moore,64.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Taylor Moore,70.0,135.0,70.0,0.2,0.75,2.07,0.42,0.0,0.0,0.25,0.0,0
Sergio Moraes,72.0,170.0,72.0,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,0
Ricardo Morais,80.0,270.0,72.0,2.86,0.37,2.39,0.53,0.0,0.0,0.0,0.0,0
Marlon Moraes,66.0,135.0,67.0,3.38,0.39,4.11,0.56,1.0,0.41,0.66,0.4,0
Sheymon Moraes,68.0,145.0,72.0,3.0,0.42,3.64,0.63,0.0,0.0,0.53,0.0,0
John Moraga,66.0,125.0,66.0,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,1
Leonardo Morales,68.0,135.0,72.0,2.05,0.47,2.05,0.58,0.0,0.0,0.62,0.0,0
Vince Morales,67.0,145.0,70.0,4.22,0.39,4.16,0.53,0.0,0.0,0.55,0.0,2
Joseph Morales,66.0,125.0,69.0,1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6,1
Albert Morales,69.0,135.0,72.0,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,2
Omar Morales,71.0,145.0,73.0,3.39,0.34,2.99,0.65,0.29,1.0,1.0,0.0,0
Joe Moreira,71.0,195.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Christian Morecraft,78.0,260.0,81.0,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,1
Sarah Moras,67.0,135.0,67.0,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,0
Richardson Moreira,74.0,185.0,72.0,1.17,0.28,1.83,0.67,0.0,0.0,1.0,0.0,0
Gisele Moreira,66.0,135.0,72.0,5.93,0.42,6.33,0.48,4.0,0.57,0.0,0.0,1
Jesse Moreng,67.0,145.0,72.0,1.26,0.4,2.08,0.48,5.56,1.0,1.0,0.0,1
Vinicius Moreira,76.0,205.0,76.0,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,1
Brandon Moreno,67.0,125.0,70.0,3.41,0.38,3.41,0.59,2.01,0.45,0.67,0.6,1
Mike Moreno,72.0,185.0,72.0,1.27,0.51,1.07,0.58,0.0,0.0,0.44,0.0,0
Dan Moret,72.0,155.0,73.0,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,0
Sammy Morgan,70.0,170.0,72.0,1.05,0.22,3.74,0.4,1.43,0.2,0.0,0.5,0
Peggy Morgan,73.0,135.0,72.0,2.27,0.23,8.2,0.33,0.0,0.0,0.5,0.0,0
Alex Morono,71.0,170.0,72.0,4.96,0.42,3.69,0.56,0.44,0.28,0.47,0.4,2
Maryna Moroz,67.0,125.0,67.0,4.09,0.31,4.15,0.53,0.56,0.18,0.47,0.4,2
Sergey Morozov,66.0,135.0,72.0,0.81,0.23,2.89,0.39,0.0,0.0,0.54,0.0,0
Brad Morris,74.0,205.0,72.0,0.5,0.62,6.95,0.27,0.0,0.0,0.0,0.0,0
Scott Morris,70.0,210.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Morrison,67.0,145.0,72.0,1.7,0.33,0.49,0.8,0.0,0.0,0.5,0.0,0
Jack Morrison,71.0,205.0,72.0,0.0,0.0,19.31,0.4,0.0,0.0,0.0,0.0,0
Harry Moskowitz,77.0,275.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nikolas Motta,69.0,155.0,70.0,2.8,0.27,3.6,0.66,0.0,0.0,1.0,0.0,0
Juan Mott,72.0,190.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Flavio Luiz Moura,71.0,183.0,72.0,0.67,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0
Kin Moy,65.0,135.0,72.0,2.3,0.33,1.93,0.62,1.67,0.42,0.5,1.7,1
Jamie Moyle,61.0,115.0,65.0,4.51,0.51,4.0,0.65,1.0,0.21,0.5,0.0,2
Gegard Mousasi,74.0,185.0,76.0,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,1
Su Mudaerji,68.0,125.0,72.0,4.49,0.51,2.19,0.68,0.4,1.0,0.77,0.8,2
Garrett Mueller,69.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lauren Mueller,65.0,125.0,67.0,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0,2
Belal Muhammad,71.0,170.0,72.0,4.75,0.43,4.02,0.6,1.97,0.28,0.85,0.2,2
Fazlo Mulabitinovic,70.0,135.0,72.0,0.54,0.16,0.0,1.0,0.0,0.0,0.0,8.0,1
James Mulheron,70.0,243.0,73.0,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0,0
Quinn Mulhern,75.0,155.0,72.0,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0.0,0
Jamie Mullarkey,72.0,155.0,74.0,1.87,0.33,4.6,0.42,4.0,0.3,0.66,0.5,1
Jim Mullen,73.0,215.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pedro Munhoz,66.0,135.0,65.0,5.6,0.43,5.87,0.58,0.68,0.21,0.8,0.8,2
Andre Muniz,73.0,185.0,78.0,2.21,0.58,1.8,0.45,2.61,0.35,0.37,2.2,1
Alexander Munoz,69.0,155.0,72.0,3.27,0.4,5.23,0.52,2.5,0.35,0.0,0.0,1
Mark Munoz,72.0,185.0,71.0,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,1
Andy Murad,69.0,185.0,72.0,2.6,0.76,2.87,0.32,1.0,0.2,0.42,0.0,0
Johnny Munoz,69.0,145.0,71.0,3.27,0.62,1.4,0.58,2.0,0.12,0.0,1.0,0
Kazunari Murakami,73.0,220.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Makhmud Muradov,74.0,185.0,75.0,5.32,0.42,2.92,0.64,0.36,0.16,1.0,0.4,2
Kanako Murata,61.0,115.0,62.0,1.93,0.67,1.93,0.52,4.0,0.44,0.0,2.0,1
Ryuichi Murata,68.0,183.0,72.0,0.84,0.36,1.89,0.5,4.74,0.5,1.0,3.2,1
Vince Murdock,66.0,145.0,64.0,1.21,0.21,7.17,0.4,0.0,0.0,0.0,0.0,0
Tom Murphy,74.0,227.0,72.0,2.5,0.71,0.17,0.84,7.51,0.85,0.0,2.5,1
Ian Murphy,73.0,185.0,72.0,0.0,0.0,1.93,0.3,4.13,1.0,0.0,0.0,1
Jon Murphy,75.0,260.0,72.0,3.93,0.66,8.85,0.43,0.0,0.0,0.0,0.0,2
Lauren Murphy,65.0,125.0,67.0,3.8,0.38,3.82,0.63,1.18,0.37,0.7,0.1,2
Patrick Murphy,72.0,170.0,72.0,3.4,0.66,0.8,0.42,0.0,0.0,0.5,1.0,0
Lerone Murphy,69.0,145.0,73.0,2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9,0
Lee Murray,75.0,185.0,72.0,0.36,0.15,3.28,0.32,0.9,1.0,0.42,1.8,1
Azamat Murzakanov,71.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Khalid Murtazaliev,72.0,185.0,76.0,4.8,0.69,0.4,0.78,7.5,1.0,0.33,0.0,1
Nicholas Musoke,72.0,170.0,75.0,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,2
Andre Mussi,75.0,242.0,72.0,0.0,0.0,10.59,0.35,0.0,0.0,0.0,0.0,0
Max Mustaki,72.0,155.0,72.0,8.2,0.5,13.0,0.45,0.0,0.0,0.0,0.0,2
Magomed Mustafaev,68.0,155.0,71.0,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,1
Fiona Muxlow,64.0,145.0,72.0,1.44,0.27,5.45,0.34,0.0,0.0,0.0,0.0,0
Elvis Mutapcic,72.0,185.0,72.0,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,0
Ho Bae Myeon,71.0,168.0,72.0,3.16,0.16,3.16,0.83,0.0,0.0,0.0,0.0,0
Na Liang,70.0,115.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Katsuhiko Nagata,67.0,154.0,72.0,1.05,0.19,1.5,0.63,0.98,0.28,0.28,0.0,0
Yuji Nagata,72.0,225.0,72.0,1.45,0.4,14.46,0.04,0.0,0.0,0.0,0.0,0
Logan Nail,70.0,185.0,72.0,1.93,0.51,2.27,0.39,0.0,0.0,0.37,0.0,0
Greg Nagy,73.0,210.0,72.0,0.41,0.5,2.69,0.37,0.0,0.0,0.0,1.2,1
Yukiya Naito,73.0,205.0,72.0,1.54,0.33,5.13,0.6,0.0,0.0,0.0,0.0,0
Muhammad Naimov,69.0,145.0,70.0,3.47,0.41,5.87,0.44,0.0,0.0,0.25,0.0,0
Andrews Nakahara,73.0,185.0,72.0,2.68,0.44,1.9,0.57,0.0,0.0,0.72,0.4,0
Rin Nakai,61.0,135.0,72.0,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5,1
Keita Nakamura,71.0,170.0,73.0,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,0
Yusaku Nakamura,65.0,145.0,72.0,1.72,0.45,3.67,0.55,0.0,0.0,0.83,0.0,0
Kazuhiro Nakamura,71.0,205.0,70.0,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6,0
Daisuke Nakamura,67.0,154.0,72.0,0.94,0.3,1.38,0.61,0.46,0.4,0.3,3.6,1
Yoshihiro Nakao,72.0,220.0,72.0,1.73,0.35,2.06,0.64,2.69,0.46,0.0,0.5,1
Tyson Nam,67.0,125.0,68.0,3.64,0.31,5.69,0.64,0.0,0.0,1.0,0.0,2
Jutaro Nakao,69.0,170.0,72.0,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0,0
Yui Chul Nam,69.0,145.0,72.0,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3,2
Roger Narvaez,75.0,185.0,72.0,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,0
Yasuhito Namekawa,69.0,205.0,72.0,0.14,0.5,3.65,0.38,2.11,0.25,0.0,4.2,1
Rose Namajunas,65.0,115.0,65.0,4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8,2
Nad Narimani,68.0,145.0,70.0,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,0
Allan Nascimento,69.0,125.0,72.0,7.0,0.68,5.4,0.44,1.0,0.1,0.0,0.0,2
Fabio Nascimento,70.0,185.0,72.0,2.94,0.38,4.63,0.55,0.0,0.0,0.55,0.8,0
Bobby Nash,72.0,170.0,74.0,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,1
Rodrigo Nascimento,74.0,246.0,80.0,4.23,0.55,4.32,0.42,2.7,1.0,1.0,2.7,1
Reza Nasri,71.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pawel Nastula,72.0,230.0,72.0,1.3,0.43,1.73,0.5,3.0,0.6,0.0,1.5,1
Rafael Natal,72.0,185.0,77.0,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,1
Kevin Natividad,66.0,145.0,70.0,2.57,0.24,3.74,0.54,0.0,0.0,1.0,0.0,0
Danny Navarro,70.0,155.0,72.0,3.83,0.32,4.62,0.57,2.17,0.25,1.0,0.0,1
Ismail Naurdiev,70.0,170.0,74.0,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,0
Marcio Navarro,72.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tafon Nchukwi,72.0,205.0,77.0,7.59,0.55,4.31,0.52,0.0,0.0,0.75,0.0,2
Josh Neal,72.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joe Neal,66.0,135.0,72.0,1.87,0.19,3.8,0.66,0.0,0.0,0.0,0.0,0
Dustin Neace,69.0,145.0,72.0,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7,1
Geoff Neal,71.0,170.0,75.0,4.94,0.49,4.93,0.61,0.5,0.5,0.92,0.2,2
Nicolae Negumereanu,72.0,205.0,78.0,0.73,0.4,4.67,0.18,0.0,0.0,0.4,0.0,0
Stanislav Nedkov,71.0,205.0,71.0,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,1
Steve Nelmark,72.0,240.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Josh Neer,71.0,170.0,72.0,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,1
Shane Nelson,69.0,155.0,70.0,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,1
Kyle Nelson,71.0,155.0,71.0,3.63,0.41,6.82,0.47,0.96,0.12,0.6,1.9,1
Gunnar Nelson,71.0,170.0,72.0,1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9,0
Roy Nelson,72.0,263.0,73.0,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0
Lissette Neri,62.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Julio Cesar Neves Jr.,68.0,145.0,72.0,1.98,0.35,4.81,0.51,1.06,0.25,0.76,0.0,0
Mario Neto,72.0,229.0,72.0,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0,1
Antonio Braga Neto,75.0,185.0,77.0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,1
Nick Newell,70.0,155.0,72.0,3.53,0.46,4.07,0.36,0.0,0.0,0.33,0.0,2
Journey Newson,65.0,135.0,67.0,2.76,0.32,2.76,0.65,0.0,0.0,0.0,0.9,0
Jeff Newton,74.0,205.0,72.0,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,1
Emanuel Newton,73.0,205.0,72.0,1.92,0.49,1.35,0.51,2.02,1.0,0.0,0.0,1
Francis Ngannou,76.0,250.0,83.0,2.23,0.37,2.03,0.47,0.0,0.0,0.71,0.5,0
Carlos Newton,69.0,170.0,72.0,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,1
Ben Nguyen,65.0,125.0,65.0,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,2
Alex Nicholson,76.0,185.0,77.0,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,2
Mike Nickels,76.0,205.0,72.0,4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8,1
Steven Nguyen,71.0,145.0,72.0,6.3,0.31,9.04,0.59,0.0,0.0,1.0,0.0,2
Matheus Nicolau,66.0,125.0,66.0,3.79,0.52,2.83,0.67,1.93,0.44,1.0,1.4,1
Jaimelene Nievera,65.0,125.0,72.0,1.67,0.53,8.73,0.33,1.79,0.16,0.0,0.0,0
Tom Niinimaki,69.0,145.0,69.0,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,1
Khomkrit Niimi,62.0,125.0,72.0,0.0,0.0,5.73,0.44,0.0,0.0,0.0,0.0,0
Ramsey Nijem,71.0,155.0,75.0,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,1
Hans Nijman,72.0,250.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jack Nilson,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mats Nilsson,73.0,170.0,72.0,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3,1
Guangyou Ning,64.0,145.0,64.0,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,0
Soichi Nishida,71.0,320.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yosuke Nishijima,69.0,205.0,72.0,1.72,0.37,5.59,0.56,0.0,0.0,0.0,0.0,0
Akiyo Nishiura,68.0,139.0,72.0,1.59,0.57,1.26,0.57,0.0,0.0,0.52,0.3,0
Chidi Njokuani,75.0,170.0,72.0,1.93,0.51,1.73,0.49,0.0,0.0,0.8,0.0,0
Kyle Noblitt,74.0,243.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Njokuani,73.0,155.0,75.0,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,2
Derrick Noble,69.0,170.0,72.0,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0,2
Jacob Noe,70.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pedro Nobre,65.0,135.0,72.0,1.37,0.3,9.16,0.35,0.0,0.0,0.0,0.0,0
Antonio Rodrigo Nogueira,75.0,240.0,77.0,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,1
Rogerio Nogueira,74.0,205.0,75.0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,0
Alexandre Franca Nogueira,67.0,145.0,72.0,0.6,0.2,4.18,0.57,0.0,0.0,0.0,0.0,0
Talita Nogueira,70.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kyle Noke,73.0,170.0,76.0,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,0
KJ Noons,70.0,155.0,70.0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,2
Sage Northcutt,72.0,170.0,71.0,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,2
Scott Norton,70.0,170.0,72.0,0.67,0.3,0.34,0.6,2.52,0.25,0.0,0.0,1
Jan Nortje,73.0,310.0,72.0,3.32,0.51,4.5,0.32,0.0,0.0,0.66,2.9,1
Jason Novelli,72.0,155.0,72.0,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0,0
Amanda Nunes,68.0,145.0,69.0,4.5,0.51,2.45,0.57,2.5,0.53,0.84,0.9,1
Phillipe Nover,69.0,145.0,72.0,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,0
Diego Nunes,66.0,145.0,67.0,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,0
Josiane Nunes,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Istela Nunes,64.0,115.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Khabib Nurmagomedov,70.0,155.0,70.0,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,1
Nick Nolte,72.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Said Nurmagomedov,68.0,135.0,70.0,4.65,0.46,2.37,0.6,0.45,0.07,0.71,0.0,2
Abubakar Nurmagomedov,71.0,170.0,72.0,1.41,0.44,0.71,0.81,5.29,1.0,0.0,0.0,1
Jonatas Novaes,71.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Umar Nurmagomedov,68.0,135.0,72.0,2.89,0.6,0.81,0.76,8.67,0.45,0.0,1.7,1
Kennedy Nzechukwu,77.0,205.0,83.0,5.38,0.43,5.8,0.48,0.0,0.0,0.78,0.0,2
Jake O'Brien,75.0,205.0,76.0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,1
TJ O'Brien,74.0,155.0,72.0,3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0,2
Sean O'Connell,73.0,205.0,74.0,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,2
Dan O'Connor,64.0,115.0,72.0,4.0,0.56,5.1,0.54,0.0,0.0,1.0,0.0,2
Sean O'Haire,77.0,270.0,72.0,8.28,0.57,22.76,0.21,0.0,0.0,0.0,0.0,2
Jeremiah O'Neal,68.0,260.0,72.0,1.15,0.4,7.5,0.23,0.0,0.0,0.0,0.0,0
Sean O'Malley,71.0,135.0,72.0,6.35,0.57,3.76,0.64,1.05,0.5,0.61,1.1,1
Chuck O'Neil,74.0,170.0,72.0,3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0,0
Casey O'Neill,66.0,125.0,69.0,5.64,0.72,1.84,0.42,6.91,0.66,0.0,1.7,1
Takahiro Oba,68.0,200.0,72.0,0.23,0.25,1.82,0.69,0.0,0.0,0.0,0.0,0
Brendan O'Reilly,67.0,170.0,69.0,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,1
Nobuhiro Obiya,68.0,145.0,72.0,0.63,0.28,2.53,0.55,0.5,0.5,0.41,0.5,0
Christian Ocon,68.0,135.0,69.0,1.73,0.53,5.27,0.34,0.0,0.0,0.63,0.0,0
Richard Odoms,77.0,265.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Naoya Ogawa,76.0,255.0,72.0,2.41,0.42,1.66,0.47,1.25,1.0,0.66,1.2,1
Volkan Oezdemir,74.0,205.0,75.0,5.03,0.45,4.24,0.55,0.36,0.2,0.8,0.0,2
Koji Oishi,68.0,170.0,72.0,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0,0
Michiyoshi Ohara,70.0,205.0,72.0,0.28,0.29,3.13,0.48,0.0,0.0,0.33,0.0,0
Andy Ogle,68.0,145.0,69.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,0
Takayuki Okada,73.0,290.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yushin Okami,74.0,170.0,75.0,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,0
JJ Okanovich,71.0,155.0,76.0,6.93,0.55,5.27,0.5,0.0,0.0,1.0,0.0,2
Kazuki Okubo,71.0,175.0,72.0,1.53,0.38,1.97,0.46,0.51,0.25,0.36,2.0,1
Masakatsu Okuda,70.0,170.0,72.0,0.0,0.0,4.27,0.34,0.0,0.0,0.0,4.3,1
Michal Oleksiejczuk,72.0,205.0,74.0,4.83,0.56,2.91,0.69,1.05,0.66,0.35,0.0,2
Aleksei Oleinik,74.0,240.0,80.0,3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4,1
Rafaello Oliveira,68.0,155.0,71.0,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,1
Charles Oliveira,70.0,155.0,74.0,3.22,0.52,2.94,0.54,2.64,0.44,0.57,2.8,1
Ednaldo Oliveira,77.0,205.0,72.0,1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0,0
Jorge Oliveira,73.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bruno Oliveira,76.0,205.0,80.0,3.44,0.33,4.92,0.54,0.0,0.0,0.0,0.0,0
Wendell Oliveira Marques,70.0,170.0,72.0,3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0,2
Alex Oliveira,71.0,170.0,76.0,2.87,0.5,2.18,0.48,2.41,0.37,0.63,0.6,1
Andy Ologun,72.0,154.0,72.0,2.36,0.57,0.32,0.85,0.68,1.0,0.8,0.0,0
Felipe Olivieri,69.0,155.0,72.0,6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0,2
Dennis Olson,72.0,170.0,72.0,1.02,0.42,5.27,0.38,2.77,0.4,0.0,0.0,1
